Date,iso3,CountryName,Region,CumulativePositive,CumulativeDeceased,CumulativeRecovered
2020-01-24,FRA,France,Île-de-France,2,0,0
2020-01-24,FRA,France,Nouvelle-Aquitaine,1,0,0
2020-01-25,FRA,France,Île-de-France,2,0,0
2020-01-25,FRA,France,Nouvelle-Aquitaine,1,0,0
2020-01-26,FRA,France,Île-de-France,2,0,0
2020-01-26,FRA,France,Nouvelle-Aquitaine,1,0,0
2020-01-27,FRA,France,Île-de-France,2,0,0
2020-01-27,FRA,France,Île-de-France,2,0,0
2020-01-27,FRA,France,Nouvelle-Aquitaine,1,0,0
2020-01-27,FRA,France,Nouvelle-Aquitaine,1,0,0
2020-01-28,FRA,France,Île-de-France,3,0,0
2020-01-28,FRA,France,Nouvelle-Aquitaine,1,0,0
2020-01-29,FRA,France,Île-de-France,4,0,0
2020-01-29,FRA,France,Nouvelle-Aquitaine,1,0,0
2020-01-30,FRA,France,Île-de-France,5,0,0
2020-01-30,FRA,France,Nouvelle-Aquitaine,1,0,0
2020-01-31,FRA,France,Île-de-France,5,0,0
2020-01-31,FRA,France,Nouvelle-Aquitaine,1,0,0
2020-01-31,GBR,United Kingdom,North East and Yorkshire,2,0,0
2020-02-03,FRA,France,Île-de-France,5,0,0
2020-02-03,FRA,France,Nouvelle-Aquitaine,1,0,0
2020-02-05,FRA,France,Île-de-France,5,0,0
2020-02-05,FRA,France,Nouvelle-Aquitaine,1,0,0
2020-02-06,FRA,France,Île-de-France,5,0,0
2020-02-06,FRA,France,Nouvelle-Aquitaine,1,0,0
2020-02-06,GBR,United Kingdom,North East and Yorkshire,2,0,0
2020-02-06,GBR,United Kingdom,South East,1,0,0
2020-02-07,FRA,France,Auvergne-Rhône-Alpes,5,0,0
2020-02-07,FRA,France,Île-de-France,5,0,0
2020-02-07,FRA,France,Nouvelle-Aquitaine,1,0,0
2020-02-08,FRA,France,Auvergne-Rhône-Alpes,5,0,0
2020-02-08,FRA,France,Auvergne-Rhône-Alpes,5,0,0
2020-02-08,FRA,France,Île-de-France,5,0,0
2020-02-08,FRA,France,Île-de-France,5,0,0
2020-02-08,FRA,France,Nouvelle-Aquitaine,1,0,0
2020-02-08,FRA,France,Nouvelle-Aquitaine,1,0,0
2020-02-10,FRA,France,Auvergne-Rhône-Alpes,5,0,0
2020-02-10,FRA,France,Île-de-France,5,0,0
2020-02-10,FRA,France,Nouvelle-Aquitaine,1,0,0
2020-02-10,GBR,United Kingdom,North East and Yorkshire,2,0,0
2020-02-10,GBR,United Kingdom,South East,5,0,0
2020-02-11,FRA,France,Auvergne-Rhône-Alpes,5,0,0
2020-02-11,FRA,France,Île-de-France,5,0,0
2020-02-11,FRA,France,Nouvelle-Aquitaine,1,0,0
2020-02-12,FRA,France,Auvergne-Rhône-Alpes,5,0,0
2020-02-12,FRA,France,Île-de-France,5,0,0
2020-02-12,FRA,France,Nouvelle-Aquitaine,1,0,0
2020-02-12,GBR,United Kingdom,London,1,0,0
2020-02-12,GBR,United Kingdom,North East and Yorkshire,2,0,0
2020-02-12,GBR,United Kingdom,South East,5,0,0
2020-02-20,FRA,France,Auvergne-Rhône-Alpes,6,0,0
2020-02-20,FRA,France,Île-de-France,5,0,0
2020-02-20,FRA,France,Nouvelle-Aquitaine,1,0,0
2020-02-20,ITA,Italy,Lombardia,3,0,0
2020-02-20,LVA,Latvia,Latvia,-1,0,0
2020-02-21,ITA,Italy,Lombardia,20,0,0
2020-02-21,ITA,Italy,Veneto,2,0,0
2020-02-22,ITA,Italy,Emilia-Romagna,2,0,0
2020-02-22,ITA,Italy,Lazio,2,0,0
2020-02-22,ITA,Italy,Lombardia,54,0,0
2020-02-22,ITA,Italy,Piemonte,1,0,0
2020-02-22,ITA,Italy,Veneto,19,0,0
2020-02-23,ITA,Italy,Emilia-Romagna,9,0,0
2020-02-23,ITA,Italy,Lazio,2,0,0
2020-02-23,ITA,Italy,Lombardia,116,0,0
2020-02-23,ITA,Italy,Piemonte,3,0,0
2020-02-23,ITA,Italy,Veneto,25,0,0
2020-02-23,GBR,United Kingdom,England,4,0,0
2020-02-23,GBR,United Kingdom,London,1,0,0
2020-02-23,GBR,United Kingdom,North East and Yorkshire,2,0,0
2020-02-23,GBR,United Kingdom,South East,5,0,0
2020-02-24,ITA,Italy,Emilia-Romagna,18,0,0
2020-02-24,ITA,Italy,Lazio,3,0,1
2020-02-24,ITA,Italy,Lombardia,172,6,0
2020-02-24,ITA,Italy,Piemonte,3,0,0
2020-02-24,ITA,Italy,Veneto,33,1,0
2020-02-25,ITA,Italy,Bolzano,1,0,0
2020-02-25,ITA,Italy,Emilia-Romagna,26,0,0
2020-02-25,ITA,Italy,Lazio,3,0,1
2020-02-25,ITA,Italy,Liguria,1,0,0
2020-02-25,ITA,Italy,Lombardia,240,9,0
2020-02-25,ITA,Italy,Piemonte,3,0,0
2020-02-25,ITA,Italy,Sicilia,3,0,0
2020-02-25,ITA,Italy,Toscana,2,0,0
2020-02-25,ITA,Italy,Veneto,43,1,0
2020-02-25,CHE,Switzerland,Ticino,1,0,0
2020-02-26,ITA,Italy,Bolzano,1,0,0
2020-02-26,ITA,Italy,Emilia-Romagna,47,1,0
2020-02-26,ITA,Italy,Lazio,3,0,3
2020-02-26,ITA,Italy,Liguria,11,0,0
2020-02-26,ITA,Italy,Lombardia,258,9,0
2020-02-26,ITA,Italy,Marche,1,0,0
2020-02-26,ITA,Italy,Piemonte,3,0,0
2020-02-26,ITA,Italy,Sicilia,3,0,0
2020-02-26,ITA,Italy,Toscana,2,0,0
2020-02-26,ITA,Italy,Veneto,71,2,0
2020-02-26,CHE,Switzerland,Geneva,1,0,0
2020-02-26,CHE,Switzerland,Ticino,1,0,0
2020-02-27,ITA,Italy,Abruzzo,1,0,0
2020-02-27,ITA,Italy,Bolzano,1,0,0
2020-02-27,ITA,Italy,Campania,3,0,0
2020-02-27,ITA,Italy,Emilia-Romagna,97,1,0
2020-02-27,ITA,Italy,Lazio,3,0,3
2020-02-27,ITA,Italy,Liguria,19,0,0
2020-02-27,ITA,Italy,Lombardia,403,14,40
2020-02-27,ITA,Italy,Marche,3,0,0
2020-02-27,ITA,Italy,Piemonte,2,0,0
2020-02-27,ITA,Italy,Puglia,1,0,0
2020-02-27,ITA,Italy,Sicilia,4,0,2
2020-02-27,ITA,Italy,Toscana,2,0,0
2020-02-27,ITA,Italy,Veneto,111,2,0
2020-02-27,NLD,Netherlands,North Brabant,1,0,0
2020-02-27,CHE,Switzerland,Geneva,1,0,0
2020-02-27,CHE,Switzerland,Ticino,1,0,0
2020-02-27,CHE,Switzerland,Zurich,1,0,0
2020-02-27,GBR,United Kingdom,England,5,0,0
2020-02-27,GBR,United Kingdom,London,1,0,0
2020-02-27,GBR,United Kingdom,Midlands,1,0,0
2020-02-27,GBR,United Kingdom,North East and Yorkshire,2,0,0
2020-02-27,GBR,United Kingdom,Northern Ireland,1,0,0
2020-02-27,GBR,United Kingdom,South East,5,0,0
2020-02-28,FRA,France,Auvergne-Rhône-Alpes,11,0,0
2020-02-28,FRA,France,Bourgogne-Franche-Comté,4,0,0
2020-02-28,FRA,France,Bretagne,1,0,0
2020-02-28,FRA,France,Grand Est,1,0,0
2020-02-28,FRA,France,Hauts-de-France,9,0,0
2020-02-28,FRA,France,Île-de-France,9,0,0
2020-02-28,FRA,France,Nouvelle-Aquitaine,1,0,0
2020-02-28,FRA,France,Occitanie,1,0,0
2020-02-28,FRA,France,Pays de la Loire,1,0,0
2020-02-28,ITA,Italy,Abruzzo,1,0,0
2020-02-28,ITA,Italy,Bolzano,1,0,0
2020-02-28,ITA,Italy,Calabria,1,0,0
2020-02-28,ITA,Italy,Campania,4,0,0
2020-02-28,ITA,Italy,Emilia-Romagna,145,2,0
2020-02-28,ITA,Italy,Lazio,3,0,3
2020-02-28,ITA,Italy,Liguria,19,0,0
2020-02-28,ITA,Italy,Lombardia,531,17,40
2020-02-28,ITA,Italy,Marche,6,0,0
2020-02-28,ITA,Italy,Piemonte,11,0,0
2020-02-28,ITA,Italy,Puglia,3,0,0
2020-02-28,ITA,Italy,Sicilia,4,0,2
2020-02-28,ITA,Italy,Toscana,8,0,1
2020-02-28,ITA,Italy,Veneto,151,2,0
2020-02-28,NLD,Netherlands,North Brabant,1,0,0
2020-02-28,NLD,Netherlands,North Holland,1,0,0
2020-02-28,CHE,Switzerland,Aargau,1,0,0
2020-02-28,CHE,Switzerland,Basel Country,1,0,0
2020-02-28,CHE,Switzerland,Bern,1,0,0
2020-02-28,CHE,Switzerland,Geneva,3,0,0
2020-02-28,CHE,Switzerland,Ticino,1,0,0
2020-02-28,CHE,Switzerland,Valais,1,0,0
2020-02-28,CHE,Switzerland,Zurich,2,0,0
2020-02-28,GBR,United Kingdom,England,6,0,0
2020-02-28,GBR,United Kingdom,London,3,0,0
2020-02-28,GBR,United Kingdom,Midlands,1,0,0
2020-02-28,GBR,United Kingdom,North East and Yorkshire,2,0,0
2020-02-28,GBR,United Kingdom,Northern Ireland,1,0,0
2020-02-28,GBR,United Kingdom,South East,6,0,0
2020-02-28,GBR,United Kingdom,Wales,1,0,0
2020-02-29,DEU,Germany,Baden-Württemberg,14,0,0
2020-02-29,DEU,Germany,Bayern,15,0,0
2020-02-29,DEU,Germany,Hessen,3,0,0
2020-02-29,DEU,Germany,Nordrhein-Westfalen,30,0,0
2020-02-29,DEU,Germany,Repatriierte,2,0,0
2020-02-29,DEU,Germany,Rheinland-Pfalz,1,0,0
2020-02-29,DEU,Germany,Schleswig Holstein,1,0,0
2020-02-29,ITA,Italy,Abruzzo,2,0,0
2020-02-29,ITA,Italy,Bolzano,1,0,0
2020-02-29,ITA,Italy,Calabria,1,0,0
2020-02-29,ITA,Italy,Campania,13,0,0
2020-02-29,ITA,Italy,Emilia-Romagna,217,4,0
2020-02-29,ITA,Italy,Lazio,6,0,3
2020-02-29,ITA,Italy,Liguria,42,0,4
2020-02-29,ITA,Italy,Lombardia,615,23,40
2020-02-29,ITA,Italy,Marche,11,0,0
2020-02-29,ITA,Italy,Piemonte,11,0,0
2020-02-29,ITA,Italy,Puglia,3,0,0
2020-02-29,ITA,Italy,Sicilia,4,0,2
2020-02-29,ITA,Italy,Toscana,11,0,1
2020-02-29,ITA,Italy,Veneto,191,2,0
2020-02-29,NLD,Netherlands,North Brabant,3,0,0
2020-02-29,NLD,Netherlands,North Holland,2,0,0
2020-02-29,NLD,Netherlands,South Holland,1,0,0
2020-02-29,ESP,Spain,Andalucía,10,0,0
2020-02-29,ESP,Spain,Canarias,6,0,0
2020-02-29,ESP,Spain,Cantabria,1,0,0
2020-02-29,ESP,Spain,Castilla y León,2,0,0
2020-02-29,ESP,Spain,Cataluña,6,0,0
2020-02-29,ESP,Spain,Comunidad de Madrid,10,0,0
2020-02-29,ESP,Spain,Illes Balears,1,0,0
2020-02-29,ESP,Spain,País Vasco,3,0,0
2020-02-29,ESP,Spain,Principado de Asturias,1,0,0
2020-02-29,CHE,Switzerland,Aargau,1,0,0
2020-02-29,CHE,Switzerland,Basel Country,2,0,0
2020-02-29,CHE,Switzerland,Bern,1,0,0
2020-02-29,CHE,Switzerland,Geneva,5,0,0
2020-02-29,CHE,Switzerland,Ticino,1,0,0
2020-02-29,CHE,Switzerland,Valais,1,0,0
2020-02-29,CHE,Switzerland,Zurich,2,0,0
2020-02-29,GBR,United Kingdom,East of England,1,0,0
2020-02-29,GBR,United Kingdom,England,6,0,0
2020-02-29,GBR,United Kingdom,London,3,0,0
2020-02-29,GBR,United Kingdom,Midlands,1,0,0
2020-02-29,GBR,United Kingdom,North East and Yorkshire,3,0,0
2020-02-29,GBR,United Kingdom,Northern Ireland,1,0,0
2020-02-29,GBR,United Kingdom,South East,6,0,0
2020-02-29,GBR,United Kingdom,South West,1,0,0
2020-02-29,GBR,United Kingdom,Wales,1,0,0
2020-03-01,DEU,Germany,Baden-Württemberg,15,0,0
2020-03-01,DEU,Germany,Bayern,23,0,0
2020-03-01,DEU,Germany,Bremen,1,0,0
2020-03-01,DEU,Germany,Hamburg,1,0,0
2020-03-01,DEU,Germany,Hessen,8,0,0
2020-03-01,DEU,Germany,Niedersachsen,1,0,0
2020-03-01,DEU,Germany,Nordrhein-Westfalen,74,0,0
2020-03-01,DEU,Germany,Repatriierte,2,0,0
2020-03-01,DEU,Germany,Rheinland-Pfalz,2,0,0
2020-03-01,DEU,Germany,Schleswig Holstein,2,0,0
2020-03-01,ITA,Italy,Abruzzo,5,0,0
2020-03-01,ITA,Italy,Bolzano,1,0,0
2020-03-01,ITA,Italy,Calabria,1,0,0
2020-03-01,ITA,Italy,Campania,17,0,0
2020-03-01,ITA,Italy,Emilia-Romagna,285,8,0
2020-03-01,ITA,Italy,Friuli Venezia Giulia,6,0,0
2020-03-01,ITA,Italy,Lazio,6,0,3
2020-03-01,ITA,Italy,Liguria,25,0,4
2020-03-01,ITA,Italy,Lombardia,984,24,73
2020-03-01,ITA,Italy,Marche,25,0,0
2020-03-01,ITA,Italy,Piemonte,49,0,0
2020-03-01,ITA,Italy,Puglia,3,0,0
2020-03-01,ITA,Italy,Sicilia,9,0,2
2020-03-01,ITA,Italy,Toscana,13,0,1
2020-03-01,ITA,Italy,Umbria,2,0,0
2020-03-01,ITA,Italy,Veneto,263,2,0
2020-03-01,NLD,Netherlands,Drenthe,1,0,0
2020-03-01,NLD,Netherlands,North Brabant,4,0,0
2020-03-01,NLD,Netherlands,North Holland,2,0,0
2020-03-01,NLD,Netherlands,South Holland,2,0,0
2020-03-01,ESP,Spain,Andalucía,12,0,0
2020-03-01,ESP,Spain,Canarias,6,0,0
2020-03-01,ESP,Spain,Cantabria,1,0,0
2020-03-01,ESP,Spain,Castilla y León,3,0,0
2020-03-01,ESP,Spain,Castilla-La Mancha,1,0,0
2020-03-01,ESP,Spain,Cataluña,12,0,0
2020-03-01,ESP,Spain,Comunidad de Madrid,15,0,0
2020-03-01,ESP,Spain,Illes Balears,1,0,0
2020-03-01,ESP,Spain,País Vasco,9,0,0
2020-03-01,ESP,Spain,Principado de Asturias,1,0,0
2020-03-01,CHE,Switzerland,Aargau,1,0,0
2020-03-01,CHE,Switzerland,Basel City,1,0,0
2020-03-01,CHE,Switzerland,Basel Country,2,0,0
2020-03-01,CHE,Switzerland,Bern,2,0,0
2020-03-01,CHE,Switzerland,Fribourg,1,0,0
2020-03-01,CHE,Switzerland,Geneva,7,0,0
2020-03-01,CHE,Switzerland,Ticino,1,0,0
2020-03-01,CHE,Switzerland,Valais,2,0,0
2020-03-01,CHE,Switzerland,Zurich,2,0,0
2020-03-01,GBR,United Kingdom,East of England,3,0,0
2020-03-01,GBR,United Kingdom,England,9,0,0
2020-03-01,GBR,United Kingdom,London,4,0,0
2020-03-01,GBR,United Kingdom,Midlands,1,0,0
2020-03-01,GBR,United Kingdom,North East and Yorkshire,4,0,0
2020-03-01,GBR,United Kingdom,North West,1,0,0
2020-03-01,GBR,United Kingdom,Northern Ireland,1,0,0
2020-03-01,GBR,United Kingdom,South East,9,0,0
2020-03-01,GBR,United Kingdom,South West,2,0,0
2020-03-01,GBR,United Kingdom,Wales,1,0,0
2020-03-02,FRA,France,Auvergne-Rhône-Alpes,37,0,0
2020-03-02,FRA,France,Bourgogne-Franche-Comté,8,0,0
2020-03-02,FRA,France,Bretagne,13,0,0
2020-03-02,FRA,France,Grand Est,12,0,0
2020-03-02,FRA,France,Hauts-de-France,45,0,0
2020-03-02,FRA,France,Île-de-France,34,0,0
2020-03-02,FRA,France,Normandie,2,0,0
2020-03-02,FRA,France,Nouvelle-Aquitaine,4,0,0
2020-03-02,FRA,France,Occitanie,6,0,0
2020-03-02,FRA,France,Pays de la Loire,5,0,0
2020-03-02,FRA,France,Provence-Alpes-Côte d'Azur,9,0,0
2020-03-02,DEU,Germany,Baden-Württemberg,20,0,0
2020-03-02,DEU,Germany,Bayern,26,0,0
2020-03-02,DEU,Germany,Berlin,1,0,0
2020-03-02,DEU,Germany,Bremen,1,0,0
2020-03-02,DEU,Germany,Hamburg,2,0,0
2020-03-02,DEU,Germany,Hessen,10,0,0
2020-03-02,DEU,Germany,Niedersachsen,1,0,0
2020-03-02,DEU,Germany,Nordrhein-Westfalen,90,0,0
2020-03-02,DEU,Germany,Repatriierte,2,0,0
2020-03-02,DEU,Germany,Rheinland-Pfalz,2,0,0
2020-03-02,DEU,Germany,Schleswig Holstein,2,0,0
2020-03-02,ITA,Italy,Abruzzo,5,0,0
2020-03-02,ITA,Italy,Bolzano,1,0,0
2020-03-02,ITA,Italy,Calabria,1,0,0
2020-03-02,ITA,Italy,Campania,17,0,0
2020-03-02,ITA,Italy,Emilia-Romagna,335,11,0
2020-03-02,ITA,Italy,Friuli Venezia Giulia,9,0,0
2020-03-02,ITA,Italy,Lazio,7,0,3
2020-03-02,ITA,Italy,Liguria,22,0,4
2020-03-02,ITA,Italy,Lombardia,1254,38,139
2020-03-02,ITA,Italy,Marche,35,1,0
2020-03-02,ITA,Italy,Piemonte,51,0,0
2020-03-02,ITA,Italy,Puglia,4,0,0
2020-03-02,ITA,Italy,Sicilia,7,0,2
2020-03-02,ITA,Italy,Toscana,13,0,1
2020-03-02,ITA,Italy,Umbria,2,0,0
2020-03-02,ITA,Italy,Veneto,273,2,0
2020-03-02,NLD,Netherlands,Drenthe,2,0,0
2020-03-02,NLD,Netherlands,North Brabant,8,0,0
2020-03-02,NLD,Netherlands,North Holland,3,0,0
2020-03-02,NLD,Netherlands,South Holland,3,0,0
2020-03-02,NLD,Netherlands,Utrecht,3,0,0
2020-03-02,ESP,Spain,Andalucía,12,0,0
2020-03-02,ESP,Spain,Canarias,7,0,0
2020-03-02,ESP,Spain,Cantabria,10,0,0
2020-03-02,ESP,Spain,Castilla y León,8,0,0
2020-03-02,ESP,Spain,Castilla-La Mancha,3,0,0
2020-03-02,ESP,Spain,Cataluña,17,0,0
2020-03-02,ESP,Spain,Comunidad de Madrid,32,0,0
2020-03-02,ESP,Spain,Comunidad Foral de Navarra,2,0,0
2020-03-02,ESP,Spain,Comunidad Valenciana,15,0,0
2020-03-02,ESP,Spain,Extremadura,6,0,0
2020-03-02,ESP,Spain,Illes Balears,1,0,0
2020-03-02,ESP,Spain,La Rioja,1,0,0
2020-03-02,ESP,Spain,País Vasco,10,0,0
2020-03-02,ESP,Spain,Principado de Asturias,1,0,0
2020-03-02,CHE,Switzerland,Aargau,2,0,0
2020-03-02,CHE,Switzerland,Basel City,3,0,0
2020-03-02,CHE,Switzerland,Basel Country,2,0,0
2020-03-02,CHE,Switzerland,Bern,4,0,0
2020-03-02,CHE,Switzerland,Fribourg,2,0,0
2020-03-02,CHE,Switzerland,Geneva,7,0,0
2020-03-02,CHE,Switzerland,Ticino,2,0,0
2020-03-02,CHE,Switzerland,Valais,3,0,0
2020-03-02,CHE,Switzerland,Zurich,2,0,0
2020-03-02,GBR,United Kingdom,East of England,3,0,0
2020-03-02,GBR,United Kingdom,England,10,0,0
2020-03-02,GBR,United Kingdom,London,4,0,0
2020-03-02,GBR,United Kingdom,Midlands,1,0,0
2020-03-02,GBR,United Kingdom,North East and Yorkshire,4,0,0
2020-03-02,GBR,United Kingdom,North West,1,0,0
2020-03-02,GBR,United Kingdom,Northern Ireland,1,0,0
2020-03-02,GBR,United Kingdom,Scotland,1,0,0
2020-03-02,GBR,United Kingdom,South East,10,0,0
2020-03-02,GBR,United Kingdom,South West,3,0,0
2020-03-02,GBR,United Kingdom,Wales,1,0,0
2020-03-03,FRA,France,Auvergne-Rhône-Alpes,40,0,0
2020-03-03,FRA,France,Bourgogne-Franche-Comté,13,0,0
2020-03-03,FRA,France,Bretagne,19,0,0
2020-03-03,FRA,France,Grand Est,13,0,0
2020-03-03,FRA,France,Guadeloupe,3,0,0
2020-03-03,FRA,France,Hauts-de-France,59,0,0
2020-03-03,FRA,France,Île-de-France,37,0,0
2020-03-03,FRA,France,Normandie,2,0,0
2020-03-03,FRA,France,Nouvelle-Aquitaine,4,0,0
2020-03-03,FRA,France,Occitanie,7,0,0
2020-03-03,FRA,France,Pays de la Loire,5,0,0
2020-03-03,FRA,France,Provence-Alpes-Côte d'Azur,10,0,0
2020-03-03,DEU,Germany,Baden-Württemberg,28,0,0
2020-03-03,DEU,Germany,Bayern,37,0,0
2020-03-03,DEU,Germany,Berlin,3,0,0
2020-03-03,DEU,Germany,Brandenburg,1,0,0
2020-03-03,DEU,Germany,Bremen,2,0,0
2020-03-03,DEU,Germany,Hamburg,2,0,0
2020-03-03,DEU,Germany,Hessen,12,0,0
2020-03-03,DEU,Germany,Niedersachsen,2,0,0
2020-03-03,DEU,Germany,Nordrhein-Westfalen,103,0,0
2020-03-03,DEU,Germany,Repatriierte,2,0,0
2020-03-03,DEU,Germany,Rheinland-Pfalz,2,0,0
2020-03-03,DEU,Germany,Sachsen,1,0,0
2020-03-03,DEU,Germany,Schleswig Holstein,2,0,0
2020-03-03,DEU,Germany,Thüringen,1,0,0
2020-03-03,ITA,Italy,Abruzzo,6,0,0
2020-03-03,ITA,Italy,Basilicata,1,0,0
2020-03-03,ITA,Italy,Bolzano,1,0,0
2020-03-03,ITA,Italy,Calabria,1,0,0
2020-03-03,ITA,Italy,Campania,30,0,0
2020-03-03,ITA,Italy,Emilia-Romagna,420,18,4
2020-03-03,ITA,Italy,Friuli Venezia Giulia,13,0,0
2020-03-03,ITA,Italy,Lazio,14,0,3
2020-03-03,ITA,Italy,Liguria,24,1,4
2020-03-03,ITA,Italy,Lombardia,1520,55,139
2020-03-03,ITA,Italy,Marche,61,2,0
2020-03-03,ITA,Italy,Molise,3,0,0
2020-03-03,ITA,Italy,Piemonte,56,0,0
2020-03-03,ITA,Italy,Puglia,6,0,0
2020-03-03,ITA,Italy,Sardegna,1,0,0
2020-03-03,ITA,Italy,Sicilia,7,0,2
2020-03-03,ITA,Italy,Toscana,19,0,1
2020-03-03,ITA,Italy,Trento,4,0,0
2020-03-03,ITA,Italy,Umbria,8,0,0
2020-03-03,ITA,Italy,Veneto,307,3,7
2020-03-03,NLD,Netherlands,Drenthe,2,0,0
2020-03-03,NLD,Netherlands,North Brabant,12,0,0
2020-03-03,NLD,Netherlands,North Holland,4,0,0
2020-03-03,NLD,Netherlands,South Holland,3,0,0
2020-03-03,NLD,Netherlands,Utrecht,3,0,0
2020-03-03,PRT,Portugal,Centro,1,0,0
2020-03-03,PRT,Portugal,Lisbon,2,0,0
2020-03-03,PRT,Portugal,Norte,1,0,0
2020-03-03,ESP,Spain,Andalucía,13,0,0
2020-03-03,ESP,Spain,Canarias,7,0,0
2020-03-03,ESP,Spain,Cantabria,10,0,0
2020-03-03,ESP,Spain,Castilla y León,8,0,0
2020-03-03,ESP,Spain,Castilla-La Mancha,7,0,0
2020-03-03,ESP,Spain,Cataluña,18,0,0
2020-03-03,ESP,Spain,Comunidad de Madrid,46,0,0
2020-03-03,ESP,Spain,Comunidad Foral de Navarra,2,0,0
2020-03-03,ESP,Spain,Comunidad Valenciana,19,1,0
2020-03-03,ESP,Spain,Extremadura,6,0,0
2020-03-03,ESP,Spain,Illes Balears,2,0,0
2020-03-03,ESP,Spain,La Rioja,2,0,0
2020-03-03,ESP,Spain,País Vasco,13,0,0
2020-03-03,ESP,Spain,Principado de Asturias,2,0,0
2020-03-03,CHE,Switzerland,Aargau,6,0,0
2020-03-03,CHE,Switzerland,Basel City,3,0,0
2020-03-03,CHE,Switzerland,Basel Country,2,0,0
2020-03-03,CHE,Switzerland,Bern,4,0,0
2020-03-03,CHE,Switzerland,Fribourg,2,0,0
2020-03-03,CHE,Switzerland,Geneva,9,0,0
2020-03-03,CHE,Switzerland,Jura,1,0,0
2020-03-03,CHE,Switzerland,St. Gallen,1,0,0
2020-03-03,CHE,Switzerland,Ticino,4,0,0
2020-03-03,CHE,Switzerland,Valais,3,0,0
2020-03-03,CHE,Switzerland,Zug,1,0,0
2020-03-03,CHE,Switzerland,Zurich,9,0,0
2020-03-03,GBR,United Kingdom,East of England,3,0,0
2020-03-03,GBR,United Kingdom,England,22,0,0
2020-03-03,GBR,United Kingdom,London,4,0,0
2020-03-03,GBR,United Kingdom,Midlands,1,0,0
2020-03-03,GBR,United Kingdom,North East and Yorkshire,4,0,0
2020-03-03,GBR,United Kingdom,North West,1,0,0
2020-03-03,GBR,United Kingdom,Northern Ireland,1,0,0
2020-03-03,GBR,United Kingdom,Scotland,1,0,0
2020-03-03,GBR,United Kingdom,South East,10,0,0
2020-03-03,GBR,United Kingdom,South West,3,0,0
2020-03-03,GBR,United Kingdom,Wales,1,0,0
2020-03-04,FRA,France,Auvergne-Rhône-Alpes,49,0,0
2020-03-04,FRA,France,Bourgogne-Franche-Comté,16,0,0
2020-03-04,FRA,France,Bretagne,23,0,0
2020-03-04,FRA,France,Grand Est,38,0,0
2020-03-04,FRA,France,Hauts-de-France,65,0,0
2020-03-04,FRA,France,Île-de-France,55,0,0
2020-03-04,FRA,France,Normandie,2,0,0
2020-03-04,FRA,France,Nouvelle-Aquitaine,5,0,0
2020-03-04,FRA,France,Occitanie,9,0,0
2020-03-04,FRA,France,Pays de la Loire,7,0,0
2020-03-04,FRA,France,Provence-Alpes-Côte d'Azur,13,0,0
2020-03-04,DEU,Germany,Baden-Württemberg,50,0,0
2020-03-04,DEU,Germany,Bayern,48,0,0
2020-03-04,DEU,Germany,Berlin,7,0,0
2020-03-04,DEU,Germany,Brandenburg,1,0,0
2020-03-04,DEU,Germany,Bremen,3,0,0
2020-03-04,DEU,Germany,Hamburg,3,0,0
2020-03-04,DEU,Germany,Hessen,12,0,0
2020-03-04,DEU,Germany,Mecklenburg-Vorpommern,4,0,0
2020-03-04,DEU,Germany,Niedersachsen,7,0,0
2020-03-04,DEU,Germany,Nordrhein-Westfalen,115,0,0
2020-03-04,DEU,Germany,NOT SPECIFIED,0,0,16
2020-03-04,DEU,Germany,Rheinland-Pfalz,7,0,0
2020-03-04,DEU,Germany,Saarland,1,0,0
2020-03-04,DEU,Germany,Sachsen,1,0,0
2020-03-04,DEU,Germany,Schleswig Holstein,2,0,0
2020-03-04,DEU,Germany,Thüringen,1,0,0
2020-03-04,HUN,Hungary,Hungary,2,0,0
2020-03-04,ITA,Italy,Abruzzo,7,0,0
2020-03-04,ITA,Italy,Basilicata,1,0,0
2020-03-04,ITA,Italy,Bolzano,1,0,0
2020-03-04,ITA,Italy,Calabria,1,0,0
2020-03-04,ITA,Italy,Campania,31,0,0
2020-03-04,ITA,Italy,Emilia-Romagna,544,22,6
2020-03-04,ITA,Italy,Friuli Venezia Giulia,18,0,0
2020-03-04,ITA,Italy,Lazio,30,0,3
2020-03-04,ITA,Italy,Liguria,26,1,4
2020-03-04,ITA,Italy,Lombardia,1820,73,250
2020-03-04,ITA,Italy,Marche,84,4,0
2020-03-04,ITA,Italy,Molise,3,0,0
2020-03-04,ITA,Italy,Piemonte,82,0,0
2020-03-04,ITA,Italy,Puglia,9,1,1
2020-03-04,ITA,Italy,Sardegna,2,0,0
2020-03-04,ITA,Italy,Sicilia,18,0,2
2020-03-04,ITA,Italy,Toscana,38,0,1
2020-03-04,ITA,Italy,Trento,5,0,0
2020-03-04,ITA,Italy,Umbria,9,0,0
2020-03-04,ITA,Italy,Veneto,360,6,9
2020-03-04,NLD,Netherlands,Drenthe,2,0,0
2020-03-04,NLD,Netherlands,Gelderland,1,0,0
2020-03-04,NLD,Netherlands,North Brabant,17,0,0
2020-03-04,NLD,Netherlands,North Holland,8,0,0
2020-03-04,NLD,Netherlands,South Holland,7,0,0
2020-03-04,NLD,Netherlands,Utrecht,3,0,0
2020-03-04,PRT,Portugal,Centro,1,0,0
2020-03-04,PRT,Portugal,Lisbon,2,0,0
2020-03-04,PRT,Portugal,Norte,3,0,0
